,kilde (aktivitet),energiprodukt,komponent,år,statistikkvariabel,"13931: Klimagasser AR5, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
7793,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7794,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7795,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7796,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7797,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7798,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7799,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7800,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7801,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7802,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7803,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7804,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7805,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7806,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7807,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7808,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7809,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7810,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7811,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7812,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7813,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7814,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7815,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7816,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7817,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7818,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7819,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K90 Perfluorkarboner (PFK),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7820,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7821,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7822,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7823,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7824,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7825,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7826,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7827,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7828,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7829,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7830,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7831,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7832,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7833,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7834,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7835,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7836,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7837,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7838,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7839,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7840,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7841,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7842,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7843,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7844,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7845,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7846,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7847,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7848,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7849,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7850,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7851,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7852,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7853,3 Energiforsyning,"VT5 Diesel-, gass- og lett fyringsolje, spesialdestillat",K95 Svovelheksafluorid (SF6),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7854,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",5
7855,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
7856,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7857,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7858,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7859,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7860,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7861,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7862,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",5
7863,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7864,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",4
7865,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",12
7866,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",25
7867,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",30
7868,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",19
7869,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",27
7870,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",38
7871,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",35
7872,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",42
7873,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",40
7874,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",7
7875,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",5
7876,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",13
7877,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",31
7878,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",45
7879,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",38
7880,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",51
7881,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",48
7882,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",58
7883,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",58
7884,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",60
7885,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",45
7886,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",27
7887,3 Energiforsyning,"VT6 Tungolje, spillolje",A10 Klimagasser i alt,2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",27
7888,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",5
7889,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",3
7890,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7891,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7892,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7893,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7894,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7895,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7896,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",5
7897,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",2
7898,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",4
7899,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",12
7900,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",25
7901,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",30
7902,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",19
7903,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",27
7904,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",37
7905,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",34
7906,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",41
7907,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",39
7908,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",7
7909,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",5
7910,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",12
7911,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",31
7912,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",44
7913,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",37
7914,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",49
7915,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",47
7916,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",57
7917,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",56
7918,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",59
7919,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",44
7920,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",27
7921,3 Energiforsyning,"VT6 Tungolje, spillolje",K11 Karbondioksid (CO2),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",27
7922,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7923,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7924,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7925,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7926,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7927,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7928,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7929,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7930,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7931,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7932,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7933,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7934,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7935,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7936,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7937,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7938,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7939,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7940,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7941,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7942,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7943,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7944,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7945,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7946,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7947,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7948,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
