,kilde (aktivitet),energiprodukt,komponent,år,statistikkvariabel,"13931: Klimagasser AR5, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
7949,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7950,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7951,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7952,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7953,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7954,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7955,3 Energiforsyning,"VT6 Tungolje, spillolje",K12 Metan (CH4),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7956,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7957,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7958,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7959,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7960,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7961,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7962,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7963,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7964,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7965,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7966,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7967,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7968,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7969,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7970,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7971,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7972,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7973,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7974,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7975,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7976,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7977,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7978,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7979,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7980,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7981,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7982,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7983,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7984,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7985,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7986,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7987,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1
7988,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7989,3 Energiforsyning,"VT6 Tungolje, spillolje",K13 Lystgass (N2O),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",0
7990,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7991,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7992,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7993,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7994,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7995,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7996,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7997,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7998,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
7999,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8000,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8001,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8002,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8003,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8004,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8005,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8006,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8007,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8008,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8009,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8010,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8011,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8012,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8013,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8014,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8015,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8016,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8017,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8018,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8019,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8020,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8021,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8022,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8023,3 Energiforsyning,"VT6 Tungolje, spillolje",K80 Hydrofluorkarboner (HFK),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8024,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8025,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8026,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8027,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8028,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8029,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8030,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8031,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8032,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8033,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8034,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8035,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8036,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8037,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8038,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8039,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8040,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8041,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8042,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8043,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8044,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8045,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8046,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8047,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8048,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8049,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8050,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8051,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8052,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8053,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8054,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8055,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8056,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8057,3 Energiforsyning,"VT6 Tungolje, spillolje",K90 Perfluorkarboner (PFK),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8058,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8059,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8060,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8061,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8062,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8063,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8064,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8065,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8066,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8067,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8068,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8069,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8070,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8071,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8072,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8073,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8074,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8075,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8076,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8077,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8078,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8079,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8080,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8081,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8082,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8083,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8084,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8085,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8086,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8087,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8088,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8089,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8090,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8091,3 Energiforsyning,"VT6 Tungolje, spillolje",K95 Svovelheksafluorid (SF6),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
8092,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",115
8093,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",138
8094,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",144
8095,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",167
8096,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",177
8097,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",188
8098,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",190
8099,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",186
8100,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",204
8101,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",231
8102,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",277
8103,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",291
8104,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",286
8105,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",329
8106,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",343
8107,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",339
8108,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",354
8109,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",391
8110,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",409
8111,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",361
8112,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",586
8113,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",716
8114,3 Energiforsyning,VT7 Avfall,A10 Klimagasser i alt,2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",807
